age,id,profession,family_size,gender,ever_married,graduated,spending_score,segmentation
46,552,Artist,2,Female,Yes,Yes,Average,C
39,553,Entertainment,4,Male,Yes,Yes,Average,C
18,554,Healthcare,3,Female,No,No,Low,D
26,555,Doctor,2,Male,Yes,Yes,Average,A
53,556,Artist,2,Male,Yes,Yes,High,D
40,557,Entertainment,2,Male,Yes,Yes,Average,C
26,558,Entertainment,3,Male,Yes,Yes,Average,A
65,559,Artist,2,Female,Yes,Yes,Average,C
37,560,Artist,2,Female,No,Yes,Low,A
25,561,Healthcare,4,Male,No,No,Low,C
21,562,Engineer,5,Female,No,No,Low,D
25,563,Healthcare,4,Female,No,No,Low,D
23,564,Healthcare,5,Male,No,No,Low,D
30,565,Healthcare,6,Female,No,Yes,Low,D
30,566,Doctor,4,Female,No,No,Low,D
42,567,Entertainment,4,Male,Yes,No,Average,A
49,568,Entertainment,5,Male,Yes,Yes,Average,C
32,569,Healthcare,3,Male,No,No,Low,A
26,570,Executive,4,Male,Yes,No,High,D
67,571,Artist,2,Female,No,No,Low,B
88,572,Executive,1,Male,Yes,No,Low,A
40,573,Healthcare,4,Female,No,Yes,Low,D
18,574,Healthcare,3,Male,No,No,Low,D
61,575,Entertainment,5,Male,Yes,Yes,High,B
25,576,Engineer,2,Female,Yes,No,Average,A
35,577,Artist,3,Male,No,Yes,Low,B
46,578,Executive,2,Male,Yes,No,High,C
53,579,Homemaker,3,Female,Yes,No,High,B
48,580,Entertainment,1,Male,Yes,Yes,Low,D
75,581,Lawyer,2,Male,Yes,Yes,Low,D
23,582,Healthcare,3,Male,No,No,Low,D
29,583,Doctor,2,Male,No,No,Low,D
46,584,Artist,2,Male,Yes,No,Low,B
61,585,Marketing,1,Female,No,Yes,Low,D
37,586,Artist,1,Female,No,No,Low,B
23,587,Healthcare,5,Female,No,No,Low,D
33,588,Healthcare,4,Female,No,No,Low,D
41,589,Entertainment,2,Male,No,No,Low,D
25,590,Entertainment,2,Male,Yes,Yes,Average,A
33,591,Marketing,3,Male,No,No,Low,D
43,592,Doctor,2,Male,Yes,No,Low,A
25,593,Executive,2,Male,Yes,No,Low,D
22,594,Healthcare,5,Male,No,No,Low,D
28,595,Artist,2,Male,Yes,No,Average,D
36,596,Entertainment,1,Female,No,Yes,Low,A
28,597,Healthcare,3,Female,No,No,Low,C
85,598,Artist,4,Male,Yes,Yes,High,A
43,599,Healthcare,2,Male,Yes,Yes,High,A
82,600,Executive,2,Male,Yes,No,High,B
18,601,Healthcare,3,Female,No,No,Low,D
53,602,Engineer,2,Male,Yes,Yes,Low,A
50,603,Artist,4,Male,Yes,Yes,Average,B
39,604,Engineer,6,Female,Yes,No,Average,D
35,605,Engineer,6,Female,Yes,No,Average,B
33,606,Engineer,3,Female,No,Yes,Low,A
35,607,Healthcare,3,Female,Yes,Yes,Low,C
48,608,Entertainment,4,Male,Yes,Yes,Average,B
50,609,Artist,3,Female,Yes,Yes,High,C
47,610,Entertainment,4,Male,Yes,No,Average,C
50,611,Artist,1,Female,No,Yes,Low,C
26,612,Healthcare,1,Female,No,No,Low,D
61,613,Entertainment,4,Male,Yes,Yes,Average,C
88,614,Lawyer,2,Female,Yes,No,High,B
72,615,Marketing,2,Male,No,No,Low,D
61,616,Artist,2,Male,Yes,Yes,Low,B
51,617,Engineer,5,Female,Yes,No,Average,B
42,618,Artist,2,Male,No,Yes,Low,B
59,619,Entertainment,3,Male,Yes,No,Average,C
45,620,Healthcare,1,Female,No,Yes,Low,A
85,621,Lawyer,2,Female,Yes,Yes,High,A
46,622,Doctor,4,Male,Yes,Yes,Average,B
32,623,Artist,2,Female,Yes,Yes,Average,B
70,624,Engineer,1,Female,Yes,Yes,Low,C
30,625,Marketing,4,Female,No,No,Low,B
33,626,Engineer,2,Female,No,Yes,Low,A
37,627,Engineer,1,Female,No,Yes,Low,D
32,628,Entertainment,2,Male,Yes,Yes,Low,B
52,629,Artist,2,Male,Yes,Yes,High,B
42,630,Entertainment,3,Female,Yes,No,Average,B
47,631,Artist,2,Male,Yes,Yes,Average,B
52,632,Artist,2,Female,Yes,Yes,Low,C
66,633,Entertainment,3,Male,Yes,Yes,Average,C
47,634,Marketing,1,Female,Yes,Yes,Low,D
52,635,Entertainment,3,Male,Yes,Yes,Average,B
27,636,Healthcare,4,Male,No,No,Low,D
56,637,Artist,5,Female,Yes,Yes,Average,B
53,638,Engineer,6,Female,Yes,No,Average,A
45,639,Artist,4,Female,Yes,Yes,Average,B
37,640,Homemaker,1,Female,No,No,Low,D
36,641,Artist,4,Female,Yes,No,Average,C
25,642,Entertainment,3,Male,No,Yes,Low,D
45,643,Artist,2,Female,Yes,Yes,Average,B
35,644,Entertainment,3,Male,No,Yes,Low,A
72,645,Lawyer,2,Female,Yes,Yes,High,B
31,646,Artist,4,Female,Yes,No,Low,D
47,647,Entertainment,3,Male,Yes,No,Average,B
20,648,Healthcare,3,Male,No,No,Low,D
73,649,Lawyer,2,Female,Yes,Yes,Low,B
25,650,Entertainment,2,Male,Yes,No,Average,D
52,651,Executive,4,Male,Yes,Yes,High,C
27,652,Artist,6,Female,No,Yes,Low,C
52,653,Executive,4,Male,Yes,Yes,Average,C
49,654,Artist,1,Female,Yes,Yes,Low,C
45,655,Marketing,1,Male,No,Yes,Low,D
59,656,Artist,1,Male,Yes,Yes,Low,B
18,657,Healthcare,5,Female,No,No,Low,D
55,658,Artist,1,Male,Yes,No,Low,C
59,659,Entertainment,1,Female,No,Yes,Low,A
51,660,Artist,3,Male,Yes,Yes,Average,C
35,661,Executive,5,Male,Yes,No,High,A
26,662,Executive,3,Female,No,No,Low,D
38,663,Entertainment,2,Male,Yes,Yes,Average,C
43,664,Doctor,4,Male,Yes,Yes,Low,A
41,665,Entertainment,2,Male,No,Yes,Low,A
47,666,Artist,4,Male,Yes,Yes,Average,C
71,667,Marketing,1,Male,Yes,No,Low,D
32,668,Entertainment,3,Female,No,Yes,Low,A
60,669,Entertainment,3,Male,Yes,Yes,Average,C
37,670,Artist,1,Female,No,Yes,Low,A
48,671,Homemaker,1,Male,Yes,Yes,Low,C
68,672,Artist,2,Female,Yes,Yes,Average,C
51,673,Artist,3,Male,Yes,No,Low,A
52,674,Executive,4,Male,Yes,Yes,Low,C
31,675,Marketing,4,Male,Yes,Yes,High,D
39,676,Engineer,1,Male,No,No,Low,A
50,677,Executive,3,Female,Yes,Yes,High,B
37,678,Artist,2,Male,Yes,Yes,Low,C
50,679,Doctor,3,Female,Yes,Yes,Average,B
19,680,Healthcare,6,Male,No,No,Low,D
53,681,Doctor,2,Male,Yes,Yes,Average,B
26,682,Artist,2,Female,Yes,Yes,Average,B
37,683,Healthcare,3,Male,No,Yes,Low,D
48,684,Lawyer,2,Female,Yes,No,High,D
65,685,Lawyer,3,Female,Yes,Yes,High,B
73,686,Executive,1,Male,Yes,No,Low,B
50,687,Artist,3,Female,Yes,Yes,Average,B
70,688,Lawyer,1,Male,Yes,Yes,Low,A
58,689,Engineer,1,Male,Yes,Yes,Low,D
18,690,Healthcare,2,Male,No,Yes,Low,D
32,691,Healthcare,4,Male,No,No,Low,D
40,692,Lawyer,1,Female,No,Yes,Low,B
49,693,Marketing,5,Female,No,Yes,Low,A
35,694,Artist,1,Male,No,Yes,Low,A
40,695,Engineer,2,Female,Yes,Yes,Low,B
30,696,Marketing,4,Male,No,Yes,Low,D
35,697,Artist,1,Female,No,Yes,Low,A
28,698,Doctor,5,Male,Yes,No,Low,D
39,699,Healthcare,2,Male,Yes,Yes,Average,D
39,700,Entertainment,8,Male,No,Yes,Low,A
26,701,Engineer,7,Female,Yes,Yes,High,D
36,702,Artist,3,Male,Yes,Yes,High,C
21,703,Healthcare,3,Male,No,No,Low,D
45,704,Artist,1,Female,No,Yes,Low,B
45,705,Entertainment,4,Male,Yes,No,Average,B
63,706,Artist,3,Female,Yes,Yes,Average,C
45,707,Artist,1,Female,No,Yes,Low,A
27,708,Healthcare,2,Female,Yes,Yes,High,D
47,709,Executive,7,Male,Yes,No,Low,A
36,710,Artist,4,Male,Yes,Yes,Average,C
25,711,Doctor,4,Male,No,No,Low,C
32,712,Healthcare,7,Male,No,No,Low,D
41,713,Executive,3,Male,Yes,No,High,A
50,714,Artist,4,Female,Yes,Yes,Average,A
63,715,Artist,2,Female,Yes,Yes,High,C
62,716,Engineer,1,Female,Yes,Yes,Low,B
63,717,Marketing,3,Male,Yes,Yes,High,C
36,718,Artist,2,Female,Yes,Yes,Low,B
31,719,Engineer,2,Female,Yes,No,Low,C
45,720,Entertainment,2,Female,No,No,Low,A
26,721,Doctor,3,Male,No,No,Low,D
38,722,Marketing,3,Female,No,Yes,Low,D
74,723,Lawyer,2,Female,Yes,Yes,High,B
61,724,Lawyer,1,Male,No,Yes,Low,C
70,725,Lawyer,2,Female,Yes,Yes,High,B
57,726,Artist,4,Female,Yes,Yes,Average,C
20,727,Healthcare,3,Male,No,No,Low,D
19,728,Healthcare,4,Male,No,No,Low,D
52,729,Artist,3,Male,No,Yes,Low,B
22,730,Marketing,3,Male,No,No,Low,D
57,731,Artist,3,Female,Yes,Yes,Average,C
25,732,Healthcare,4,Male,No,Yes,Low,D
40,733,Engineer,3,Female,Yes,No,Low,A
53,734,Artist,2,Female,Yes,Yes,Low,A
32,735,Artist,1,Female,No,Yes,Low,A
70,736,Artist,2,Female,No,Yes,Low,B
48,737,Engineer,1,Male,No,Yes,Low,A
75,738,Lawyer,2,Male,Yes,Yes,High,C
62,739,Artist,1,Male,Yes,Yes,Low,B
41,740,Artist,6,Male,Yes,No,Average,B
55,741,Artist,3,Male,Yes,Yes,Average,C
20,742,Healthcare,3,Female,No,No,Low,D
20,743,Healthcare,3,Male,No,No,Low,D
56,744,Entertainment,3,Female,Yes,Yes,Average,B
39,745,Executive,7,Male,Yes,No,High,D
35,746,Artist,2,Male,Yes,Yes,Average,B
35,747,Engineer,1,Female,No,No,Low,A
33,748,Healthcare,2,Male,No,Yes,Low,C
42,749,Artist,2,Male,No,Yes,Low,A
35,750,Artist,2,Male,No,Yes,Low,A
27,751,Healthcare,3,Female,No,No,Low,A
33,752,Entertainment,2,Male,No,No,Low,D
32,753,Artist,1,Female,No,Yes,Low,D
35,754,Entertainment,2,Female,No,No,Low,D
22,755,Healthcare,9,Male,No,No,Low,D
40,756,Artist,4,Male,Yes,Yes,Average,C
51,757,Artist,2,Male,Yes,Yes,Average,C
82,758,Lawyer,2,Male,Yes,Yes,High,A
43,759,Artist,3,Male,Yes,Yes,Average,B
29,760,Marketing,4,Female,No,No,Low,A
38,761,Artist,1,Female,No,Yes,Low,B
37,762,Artist,3,Male,Yes,Yes,Average,C
32,763,Healthcare,6,Male,No,Yes,Low,D
26,764,Entertainment,4,Male,No,Yes,Low,D
39,765,Entertainment,4,Male,Yes,Yes,Average,A
43,766,Artist,1,Female,No,Yes,Low,A
51,767,Doctor,2,Male,Yes,Yes,Average,C
52,768,Artist,2,Male,Yes,Yes,Average,C
51,769,Entertainment,1,Male,No,No,Low,A
33,770,Healthcare,5,Male,No,No,Low,C
48,771,Artist,2,Male,Yes,Yes,Low,C
78,772,Lawyer,2,Female,Yes,No,High,B
46,773,Artist,1,Male,Yes,Yes,Low,A
26,774,Healthcare,7,Male,No,No,Low,A
27,775,Engineer,3,Male,Yes,No,Low,D
37,776,Entertainment,4,Male,Yes,No,Average,D
33,777,Marketing,3,Female,No,Yes,Low,B
57,778,Engineer,1,Female,Yes,No,Low,B
35,779,Entertainment,3,Male,No,Yes,Low,A
26,780,Artist,3,Female,No,Yes,Low,A
31,781,Doctor,2,Male,No,Yes,Low,A
56,782,Engineer,2,Female,Yes,Yes,High,B
65,783,Lawyer,1,Male,Yes,Yes,Low,D
23,784,Healthcare,3,Male,No,No,Low,D
68,785,Executive,2,Male,Yes,No,High,B
32,786,Homemaker,1,Female,No,No,Low,D
21,787,Healthcare,5,Female,No,No,Low,D
25,788,Entertainment,2,Male,Yes,Yes,Average,A
36,789,Entertainment,3,Female,Yes,Yes,Average,B
25,790,Executive,1,Male,No,No,Low,A
58,791,Artist,4,Male,Yes,Yes,Average,C
66,792,Executive,2,Male,Yes,Yes,Low,A
42,793,Artist,2,Female,No,Yes,Low,A
36,794,Doctor,2,Female,Yes,Yes,Low,B
58,795,Artist,2,Male,Yes,No,Low,B
36,796,Engineer,1,Female,No,No,Low,A
28,797,Healthcare,4,Male,No,No,Low,C
45,798,Artist,2,Male,Yes,No,Average,C
35,799,Entertainment,2,Female,Yes,No,Low,A
59,800,Artist,3,Male,Yes,Yes,Average,C
49,801,Entertainment,1,Male,Yes,Yes,Low,A
51,802,Entertainment,1,Female,No,Yes,Low,A
40,803,Artist,2,Male,No,Yes,Low,A
74,804,Lawyer,1,Female,Yes,Yes,Low,C
27,805,Healthcare,2,Male,No,Yes,Low,D
70,806,Artist,2,Male,Yes,Yes,High,C
62,807,Lawyer,2,Female,Yes,Yes,Low,C
37,808,Artist,1,Male,No,Yes,Low,A
40,809,Healthcare,3,Female,No,No,Low,D
52,810,Entertainment,4,Male,Yes,Yes,Average,B
57,811,Executive,2,Female,Yes,Yes,Average,C
37,812,Artist,3,Male,No,Yes,Low,C
60,813,Artist,1,Male,Yes,Yes,Low,B
43,814,Executive,3,Male,Yes,Yes,High,B
37,815,Entertainment,1,Male,Yes,Yes,Low,B
59,816,Entertainment,3,Male,Yes,Yes,Average,B
60,817,Artist,3,Female,Yes,Yes,Low,B
69,818,Lawyer,3,Male,Yes,No,Low,C
49,819,Executive,4,Male,Yes,Yes,High,C
23,820,Healthcare,5,Male,No,No,Low,D
43,821,Artist,3,Female,Yes,Yes,Average,B
22,822,Healthcare,7,Female,No,No,Low,D
29,823,Healthcare,4,Male,No,No,Low,C
26,824,Marketing,2,Male,Yes,Yes,Low,D
36,825,Artist,4,Female,Yes,No,Average,B
55,826,Entertainment,1,Female,No,Yes,Low,A
59,827,Engineer,1,Female,Yes,Yes,Low,B
53,828,Artist,3,Male,Yes,Yes,Average,C
62,829,Artist,3,Male,Yes,Yes,Average,B
73,830,Executive,3,Male,Yes,No,High,A
45,831,Doctor,4,Male,Yes,No,High,D
28,832,Healthcare,4,Male,No,Yes,Low,D
25,833,Marketing,2,Male,No,No,Low,A
52,834,Engineer,3,Male,Yes,Yes,Average,C
61,835,Entertainment,3,Male,Yes,Yes,Average,A
27,836,Artist,4,Female,No,Yes,Low,D
31,837,Entertainment,2,Male,Yes,Yes,Average,B
40,838,Artist,4,Male,No,Yes,Low,A
27,839,Artist,3,Male,No,Yes,Low,B
60,840,Artist,1,Female,No,Yes,Low,B
40,841,Healthcare,2,Male,Yes,Yes,High,A
32,842,Entertainment,2,Male,Yes,No,Low,A
42,843,Engineer,2,Female,Yes,Yes,Low,B
32,844,Doctor,2,Male,Yes,Yes,Average,D
27,845,Artist,2,Male,No,Yes,Low,B
29,846,Entertainment,5,Male,No,No,Low,D
43,847,Entertainment,5,Male,No,Yes,Low,A
48,848,Doctor,2,Male,Yes,Yes,Average,C
62,849,Entertainment,6,Male,Yes,No,Average,B
42,850,Artist,2,Female,No,Yes,Low,C
25,851,Artist,2,Male,Yes,Yes,Average,B
61,852,Healthcare,4,Male,Yes,Yes,Low,D
26,853,Homemaker,1,Female,No,No,Low,D
27,854,Doctor,4,Female,No,Yes,Low,B
40,855,Artist,2,Female,Yes,Yes,Low,B
45,856,Executive,4,Male,Yes,Yes,High,B
70,857,Marketing,2,Male,Yes,No,Low,A
37,858,Artist,2,Male,Yes,Yes,Average,C
19,859,Doctor,4,Female,No,No,Low,D
63,860,Entertainment,5,Male,Yes,No,Average,C
27,861,Healthcare,4,Female,No,Yes,Low,C
30,862,Entertainment,3,Male,No,Yes,Low,D
33,863,Doctor,3,Female,No,Yes,Low,D
25,864,Entertainment,2,Male,Yes,No,Low,A
37,865,Entertainment,2,Female,No,Yes,Low,C
30,866,Entertainment,3,Male,No,Yes,Low,D
66,867,Engineer,2,Female,Yes,Yes,Average,C
31,868,Engineer,1,Female,No,No,Low,D
31,869,Engineer,3,Female,No,Yes,Low,D
45,870,Artist,5,Female,Yes,Yes,High,C
42,871,Entertainment,3,Male,Yes,No,Low,A
46,872,Artist,2,Female,Yes,Yes,Average,A
76,873,Lawyer,2,Female,Yes,Yes,High,B
25,874,Healthcare,4,Male,No,Yes,Low,D
41,875,Engineer,3,Female,Yes,Yes,Average,B
49,876,Engineer,2,Male,Yes,Yes,Average,C
55,877,Artist,2,Male,Yes,No,Low,B
66,878,Executive,2,Male,Yes,Yes,High,C
68,879,Artist,1,Female,Yes,Yes,Low,C
26,880,Healthcare,2,Female,No,Yes,Low,D
20,881,Healthcare,4,Male,No,No,Low,D
50,882,Doctor,3,Female,Yes,Yes,Low,B
84,883,Artist,2,Female,Yes,Yes,High,A
43,884,Artist,5,Male,No,Yes,Low,C
63,885,Entertainment,4,Female,Yes,Yes,Average,B
37,886,Entertainment,1,Male,No,Yes,Low,D
31,887,Engineer,3,Male,Yes,No,Average,A
26,888,Entertainment,3,Male,No,No,Low,D
41,889,Entertainment,3,Male,Yes,Yes,Average,D
62,890,Artist,2,Female,Yes,Yes,High,B
28,891,Engineer,3,Female,Yes,No,Low,A
89,892,Lawyer,2,Female,Yes,Yes,High,C
40,893,Engineer,2,Female,No,Yes,Low,B
23,894,Healthcare,4,Male,No,No,Low,D
41,895,Artist,1,Male,No,Yes,Low,A
78,896,Lawyer,2,Male,Yes,No,High,A
43,897,Engineer,1,Female,No,Yes,Low,A
57,898,Artist,4,Female,Yes,Yes,High,C
55,899,Executive,3,Male,Yes,Yes,High,C
27,900,Engineer,1,Female,No,Yes,Low,B
51,901,Executive,4,Male,Yes,Yes,High,C
35,902,Executive,4,Male,Yes,Yes,High,C
49,903,Entertainment,3,Male,Yes,Yes,Average,A
33,904,Healthcare,2,Female,No,Yes,Low,D
60,905,Artist,2,Female,Yes,Yes,Average,C
52,906,Artist,3,Male,Yes,Yes,Low,C
42,907,Artist,2,Female,No,Yes,Low,C
28,908,Marketing,3,Female,No,Yes,Low,D
43,909,Artist,3,Female,Yes,Yes,High,B
25,910,Healthcare,4,Male,No,Yes,Low,C
42,911,Artist,3,Male,Yes,Yes,Average,C
41,912,Artist,4,Female,Yes,Yes,High,C
71,913,Lawyer,2,Female,Yes,Yes,Low,C
42,914,Artist,2,Female,Yes,Yes,Average,C
56,915,Artist,2,Male,Yes,Yes,Average,C
41,916,Healthcare,2,Female,Yes,Yes,Average,C
72,917,Entertainment,2,Male,Yes,Yes,Low,A
30,918,Entertainment,4,Female,No,No,Low,D
25,919,Entertainment,6,Female,No,Yes,Low,C
33,920,Marketing,4,Male,No,Yes,Low,D
38,921,Executive,3,Male,Yes,No,High,A
60,922,Lawyer,2,Male,Yes,Yes,Low,B
79,923,Lawyer,3,Female,Yes,No,High,A
38,924,Marketing,4,Female,No,Yes,Low,D
56,925,Artist,1,Male,Yes,Yes,Average,C
73,926,Homemaker,1,Male,Yes,No,Low,A
22,927,Healthcare,7,Female,No,No,Low,D
42,928,Marketing,3,Male,Yes,No,Low,A
72,929,Lawyer,2,Male,Yes,No,High,B
33,930,Healthcare,3,Female,No,Yes,Low,C
53,931,Executive,4,Male,Yes,Yes,Average,B
25,932,Healthcare,5,Female,No,No,Low,B
46,933,Artist,3,Male,Yes,Yes,Average,C
60,934,Engineer,1,Female,No,Yes,Low,A
22,935,Doctor,4,Male,No,No,Low,C
22,936,Healthcare,5,Male,No,No,Low,D
18,937,Healthcare,5,Male,No,No,Low,D
39,938,Doctor,3,Male,Yes,Yes,High,C
19,939,Healthcare,5,Male,No,No,Low,D
30,940,Artist,1,Female,No,No,Low,A
23,941,Healthcare,7,Male,No,No,Low,D
48,942,Artist,1,Female,No,Yes,Low,C
39,943,Artist,1,Male,Yes,Yes,Low,A
56,944,Artist,1,Female,No,Yes,Low,A
63,945,Artist,2,Male,Yes,No,Average,C
71,946,Engineer,4,Female,Yes,No,High,A
70,947,Entertainment,2,Female,Yes,Yes,High,B
84,948,Lawyer,1,Male,Yes,No,Low,A
39,949,Executive,6,Male,Yes,Yes,High,C
42,950,Artist,4,Male,Yes,Yes,Low,A
46,951,Artist,2,Male,Yes,Yes,Low,B
63,952,Executive,3,Male,Yes,No,Average,B
55,953,Artist,3,Female,Yes,No,Low,C
42,954,Engineer,2,Male,Yes,Yes,Low,A
88,955,Lawyer,1,Female,Yes,Yes,Low,D
43,956,Artist,2,Male,Yes,Yes,Average,B
73,957,Executive,3,Male,Yes,Yes,High,C
30,958,Healthcare,5,Male,No,No,Low,D
30,959,Doctor,2,Male,Yes,No,Average,A
46,960,Healthcare,3,Male,Yes,Yes,High,C
43,961,Artist,2,Female,Yes,Yes,Average,C
36,962,Entertainment,3,Female,Yes,No,High,A
63,963,Entertainment,1,Male,Yes,Yes,Low,A
35,964,Artist,2,Male,Yes,Yes,Low,C
31,965,Artist,2,Female,No,Yes,Low,B
26,966,Executive,2,Male,No,No,Low,D
37,967,Doctor,2,Male,Yes,No,Average,A
26,968,Doctor,2,Female,Yes,No,Average,D
37,969,Entertainment,5,Male,Yes,No,Low,A
53,970,Artist,3,Female,Yes,Yes,Average,C
55,971,Artist,1,Female,No,Yes,Low,A
42,972,Executive,6,Male,Yes,Yes,High,B
46,973,Artist,2,Female,Yes,Yes,Average,C
63,974,Artist,1,Male,No,Yes,Low,A
52,975,Entertainment,4,Male,Yes,Yes,Low,B
28,976,Doctor,2,Female,No,Yes,Low,D
20,977,Healthcare,5,Female,No,No,Low,D
60,978,Executive,3,Male,Yes,Yes,High,C
42,979,Healthcare,4,Male,Yes,Yes,Average,B
46,980,Doctor,6,Male,Yes,Yes,Average,B
42,981,Artist,1,Female,No,Yes,Low,B
46,982,Artist,4,Female,Yes,Yes,Average,C
49,983,Healthcare,7,Male,Yes,No,Low,D
89,984,Lawyer,2,Female,Yes,No,High,B
38,985,Entertainment,1,Female,Yes,No,Low,B
51,986,Artist,4,Female,Yes,Yes,Low,B
73,987,Artist,2,Male,Yes,Yes,High,C
30,988,Healthcare,4,Male,No,Yes,Low,C
65,989,Lawyer,2,Female,Yes,Yes,Average,B
36,990,Artist,1,Female,No,No,Low,B
25,991,Healthcare,3,Female,No,Yes,Low,B
43,992,Executive,4,Male,Yes,Yes,High,B
33,993,Homemaker,2,Female,Yes,Yes,High,C
30,994,Entertainment,1,Male,No,Yes,Low,D
25,995,Engineer,2,Female,No,Yes,Low,A
49,996,Artist,4,Male,Yes,Yes,Average,C
31,997,Artist,1,Female,No,Yes,Low,B
27,998,Doctor,8,Female,No,Yes,Low,C
33,999,Entertainment,3,Female,No,Yes,Low,A
35,1000,Artist,2,Male,Yes,Yes,Average,A
25,1001,Marketing,5,Female,Yes,No,High,D
57,1002,Executive,4,Male,Yes,No,High,C
45,1003,Executive,4,Male,Yes,No,Average,B
47,1004,Homemaker,3,Female,Yes,No,High,B
33,1005,Doctor,2,Female,No,Yes,Low,A
45,1006,Artist,1,Male,Yes,Yes,Low,C
27,1007,Healthcare,3,Male,No,No,Low,C
38,1008,Engineer,1,Female,Yes,Yes,Low,D
38,1009,Engineer,3,Female,No,No,Low,C
87,1010,Lawyer,1,Male,No,No,Low,A
30,1011,Doctor,3,Male,No,Yes,Low,C
57,1012,Entertainment,7,Male,Yes,Yes,Average,C
63,1013,Artist,2,Female,Yes,Yes,Low,C
50,1014,Doctor,3,Male,No,No,Low,D
68,1015,Executive,2,Male,Yes,Yes,High,C
33,1016,Entertainment,2,Female,Yes,No,Low,A
37,1017,Doctor,2,Female,Yes,Yes,Low,A
25,1018,Engineer,6,Female,No,No,Low,C
29,1019,Engineer,5,Female,No,No,Low,A
32,1020,Healthcare,2,Female,No,Yes,Low,C
68,1021,Engineer,1,Female,Yes,No,Low,A
86,1022,Lawyer,2,Male,Yes,Yes,High,A
49,1023,Artist,3,Male,Yes,Yes,Low,B
32,1024,Homemaker,2,Female,Yes,Yes,High,D
28,1025,Healthcare,4,Male,Yes,Yes,Low,D
83,1026,Lawyer,1,Male,Yes,No,Low,A
63,1027,Artist,1,Female,No,Yes,Low,B
65,1028,Lawyer,2,Male,Yes,No,High,C
38,1029,Artist,3,Female,Yes,Yes,Average,C
61,1030,Entertainment,1,Male,Yes,Yes,Low,D
46,1031,Artist,2,Female,Yes,Yes,Low,B
30,1032,Doctor,2,Female,No,Yes,Low,C
22,1033,Healthcare,5,Male,No,No,Low,D
42,1034,Artist,2,Female,Yes,Yes,Average,C
57,1035,Doctor,7,Female,Yes,Yes,Low,B
49,1036,Engineer,2,Female,Yes,No,Low,A
25,1037,Artist,3,Female,No,No,Low,D
31,1038,Engineer,1,Female,No,Yes,Low,A
25,1039,Healthcare,5,Male,No,No,Low,D
33,1040,Healthcare,5,Male,No,Yes,Low,C
29,1041,Healthcare,6,Male,No,Yes,Low,D
38,1042,Artist,4,Male,Yes,Yes,Average,B
62,1043,Executive,2,Male,Yes,Yes,High,C
59,1044,Engineer,1,Male,Yes,No,Low,A
27,1045,Entertainment,5,Female,Yes,Yes,Low,B
51,1046,Artist,3,Female,Yes,Yes,Average,C
59,1047,Entertainment,3,Male,No,No,Low,B
37,1048,Artist,1,Female,No,Yes,Low,A
37,1049,Executive,4,Male,Yes,Yes,High,C
30,1050,Artist,2,Male,Yes,No,Average,A
43,1051,Entertainment,2,Male,Yes,Yes,Average,B
40,1052,Artist,2,Female,No,Yes,Low,B
30,1053,Engineer,5,Female,No,No,Low,D
40,1054,Artist,2,Female,Yes,Yes,Average,B
62,1055,Artist,3,Female,Yes,Yes,High,C
22,1056,Healthcare,8,Male,No,No,Low,D
66,1057,Lawyer,2,Female,Yes,Yes,High,A
67,1058,Artist,1,Male,Yes,Yes,Low,D
50,1059,Artist,3,Male,Yes,Yes,Average,A
27,1060,Healthcare,3,Male,No,No,Low,D
28,1061,Doctor,3,Male,No,Yes,Low,A
45,1062,Doctor,2,Male,Yes,Yes,Average,C
59,1063,Artist,2,Male,Yes,Yes,Average,B
19,1064,Healthcare,2,Male,No,No,Low,D
62,1065,Artist,4,Male,Yes,Yes,Low,B
28,1066,Entertainment,3,Female,No,Yes,Low,B
25,1067,Doctor,4,Male,No,No,Low,D
36,1068,Entertainment,2,Male,Yes,Yes,Low,A
33,1069,Healthcare,2,Female,No,Yes,Low,A
59,1070,Entertainment,4,Male,Yes,No,Average,B
20,1071,Healthcare,4,Male,No,No,Low,D
23,1072,Healthcare,5,Male,No,No,Low,D
46,1073,Artist,2,Female,No,Yes,Low,A
74,1074,Lawyer,2,Female,Yes,No,High,A
26,1075,Doctor,1,Male,No,No,Low,D
41,1076,Artist,3,Male,No,Yes,Low,A
30,1077,Artist,2,Female,Yes,No,Average,B
70,1078,Lawyer,2,Male,Yes,No,Low,D
50,1079,Artist,3,Male,Yes,Yes,Low,C
40,1080,Artist,3,Female,Yes,Yes,Low,C
39,1081,Homemaker,1,Female,Yes,Yes,Low,D
88,1082,Lawyer,2,Female,Yes,Yes,High,B
45,1083,Artist,1,Female,Yes,No,Low,A
35,1084,Healthcare,1,Female,No,Yes,Low,D
53,1085,Doctor,3,Male,Yes,Yes,Low,A
38,1086,Artist,3,Male,Yes,No,Average,C
36,1087,Executive,3,Male,Yes,Yes,Average,B
63,1088,Artist,4,Male,Yes,Yes,Average,C
31,1089,Artist,2,Male,No,Yes,Low,A
25,1090,Entertainment,1,Male,No,No,Low,A
52,1091,Entertainment,2,Male,Yes,Yes,Low,C
19,1092,Healthcare,4,Male,No,No,Low,D
30,1093,Healthcare,4,Female,No,No,Low,D
59,1094,Artist,5,Female,Yes,Yes,Average,C
25,1095,Engineer,3,Female,No,No,Low,D
77,1096,Lawyer,1,Male,Yes,Yes,Low,A
58,1097,Doctor,2,Female,Yes,Yes,Average,C
